epoch,train_loss,val_loss
194,0.004,
195,0.0034,
196,0.0056,
197,0.0012,
198,0.0049,
199,0.0027,
200,0.0044,
201,0.0044,
202,0.0027,
203,0.0008,
204,0.0029,
205,0.0058,
206,0.0045,
207,0.0022,
208,0.0016,
209,0.0049,
210,0.003,
211,0.0031,
212,0.0044,
213,0.0046,
214,0.0019,
215,0.0037,
216,0.0022,
217,0.0032,
218,0.0006,
219,0.0042,
220,0.0037,
221,0.0029,
222,0.0014,
223,0.0064,
224,0.0039,
225,0.0007,
226,0.0033,
227,0.0024,
228,0.0015,
229,0.0025,
230,0.0024,
231,0.002,
232,0.0011,
233,0.0026,
234,0.0009,
235,0.0037,
236,0.0047,
237,0.0035,
238,0.0068,
239,0.0125,
240,0.003,
241,0.0019,
242,0.0035,
243,0.0043,
244,0.0046,
245,0.0055,
246,0.0024,
247,0.0026,
248,0.0049,
249,0.0038,
250,0.0048,
251,0.0043,
252,0.0023,
253,0.0027,
254,0.0038,
255,0.0033,
256,0.0055,
257,0.0035,
258,0.0034,
259,0.0009,
260,0.0047,
261,0.0075,
262,0.0016,
263,0.0067,
264,0.0039,
265,0.0034,
266,0.0007,
267,0.003,
268,0.0006,
269,0.0024,
270,0.0063,
271,0.004,
272,0.002,
273,0.0026,
274,0.0048,
275,0.0038,
276,0.0017,
277,0.0045,
278,0.0022,
279,0.0029,
280,0.0065,
281,0.0045,
282,0.0036,
283,0.0048,
284,0.0032,
285,0.0012,
286,0.0042,
287,0.0057,
288,0.0025,
289,0.0024,
290,0.0018,
291,0.0023,
292,0.0018,
293,0.0023,
294,0.0027,
295,0.0024,
296,0.0032,
297,0.0012,
298,0.004,
299,0.0014,
300,0.0018,
301,0.0021,
302,0.0056,
303,0.004,
304,0.0025,
305,0.0033,
306,0.0022,
307,0.0044,
308,0.0091,
309,0.0035,
310,0.0075,
311,0.0019,
312,0.0035,
313,0.0024,
314,0.0011,
315,0.0048,
316,0.0013,
317,0.002,
318,0.0035,
319,0.0036,
320,0.004,
321,0.0022,
322,0.004,
323,0.0024,
324,0.0015,
325,0.0013,
326,0.0025,
327,0.0008,
328,0.0019,
329,0.0027,
330,0.0008,
331,0.004,
332,0.0051,
333,0.0011,
334,0.0026,
335,0.0022,
336,0.001,
337,0.0021,
338,0.0045,
339,0.0036,
340,0.0022,
341,0.003,
342,0.0023,
343,0.0015,
344,0.0033,
345,0.0027,
346,0.0025,
347,0.003,
348,0.0019,
349,0.0034,
350,0.0023,
351,0.0039,
352,0.0024,
353,0.0018,
354,0.0025,
355,0.0004,
356,0.0016,
357,0.0018,
358,0.0031,
359,0.0039,
360,0.0024,
361,0.0045,
362,0.0041,
363,0.0009,
364,0.0042,
365,0.003,
366,0.0033,
367,0.003,
368,0.0037,
369,0.0038,
370,0.0016,
371,0.0038,
372,0.0019,
373,0.0029,
374,0.004,
375,0.0031,
376,0.0046,
377,0.0038,
378,0.0048,
379,0.002,
380,0.0013,
381,0.0022,
382,0.0028,
383,0.0023,
384,0.0033,
385,0.0048,
386,0.0019,
387,0.0036,
388,0.0013,
389,0.0053,
390,0.0028,
391,0.0031,
392,0.0023,
393,0.0027,
394,0.0025,
395,0.003,
396,0.0011,
397,0.0074,
398,0.0029,
399,0.0017,
400,0.0025,
401,0.0041,
402,0.005,
403,0.0027,
404,0.0031,
405,0.0026,
406,0.0042,
407,0.0033,
408,0.0025,
409,0.0054,
410,0.0037,
411,0.0095,
412,0.0024,
413,0.0041,
414,0.0062,
415,0.0019,
416,0.0064,
417,0.004,
418,0.0038,
419,0.0057,
420,0.0037,
421,0.004,
422,0.0021,
423,0.0042,
424,0.0017,
425,0.0038,
426,0.0026,
427,0.0032,
428,0.0024,
429,0.001,
430,0.0034,
431,0.0048,
432,0.0009,
433,0.0034,
434,0.0021,
435,0.003,
436,0.0092,
437,0.0037,
438,0.0032,
439,0.0052,
440,0.0016,
441,0.0047,
442,0.0039,
443,0.0051,
444,0.0029,
445,0.0027,
446,0.0047,
447,0.0012,
448,0.0027,
449,0.0039,
450,0.0019,
451,0.0032,
452,0.0019,
453,0.0025,
454,0.0045,
455,0.0018,
456,0.0037,
457,0.0062,
458,0.003,
459,0.002,
460,0.0018,
461,0.0058,
462,0.0031,
463,0.0052,
464,0.0013,
465,0.0017,
466,0.0019,
467,0.0024,
468,0.0038,
469,0.0011,
470,0.0043,
471,0.0037,
472,0.0027,
473,0.0038,
474,0.0028,
475,0.0063,
476,0.0026,
477,0.0016,
478,0.0027,
479,0.0068,
480,0.001,
481,0.0031,
482,0.004,
483,0.0036,
484,0.0022,
485,0.0027,
486,0.0022,
487,0.0028,
488,0.0069,
489,0.003,
490,0.0037,
491,0.0034,
492,0.003,
493,0.0029,
494,0.0015,
495,0.0019,
496,0.0012,
497,0.0029,
498,0.0025,
499,0.0046,
500,0.003,
501,0.0023,
502,0.0012,
503,0.0032,
504,0.0021,
505,0.0042,
506,0.0072,
507,0.0069,
508,0.0071,
509,0.0033,
510,0.0049,
511,0.0069,
512,0.0038,
513,0.0019,
514,0.0021,
515,0.003,
516,0.0048,
517,0.0041,
518,0.0014,
519,0.0045,
520,0.0009,
521,0.0011,
522,0.0023,
523,0.003,
524,0.002,
525,0.0033,
526,0.0038,
527,0.0018,
528,0.004,
529,0.0028,
530,0.0038,
531,0.0019,
532,0.0022,
533,0.0027,
534,0.002,
535,0.004,
536,0.0036,
537,0.0016,
538,0.0012,
539,0.0038,
540,0.0043,
541,0.0051,
542,0.0014,
543,0.0011,
544,0.0008,
545,0.0039,
546,0.0013,
547,0.0029,
548,0.003,
549,0.0026,
550,0.0016,
551,0.0027,
552,0.0022,
553,0.0019,
554,0.0043,
555,0.0023,
556,0.0025,
557,0.0053,
558,0.005,
559,0.0098,
560,0.0037,
561,0.0026,
562,0.0035,
563,0.0023,
564,0.0021,
565,0.0035,
566,0.0041,
567,0.002,
568,0.0054,
569,0.003,
570,0.0032,
571,0.0016,
572,0.0025,
573,0.0014,
574,0.0023,
575,0.0021,
576,0.0035,
577,0.0037,
578,0.0024,
579,0.0049,
580,0.0095,
581,0.0022,
582,0.0027,
583,0.0018,
584,0.0032,
585,0.0035,
586,0.0057,
587,0.0022,
588,0.0028,
589,0.0022,
590,0.0045,
591,0.0026,
592,0.0042,
593,0.0036,
594,0.006,
595,0.0032,
596,0.0031,
597,0.0015,
598,0.0022,
599,0.0025,
600,0.0059,
601,0.0029,
602,0.0047,
603,0.0008,
604,0.0037,
605,0.0061,
606,0.0024,
607,0.0048,
608,0.0033,
609,0.0023,
610,0.0052,
611,0.002,
612,0.0016,
613,0.0038,
614,0.0034,
615,0.002,
616,0.0012,
617,0.0052,
618,0.003,
619,0.0017,
620,0.0046,
621,0.0029,
622,0.0031,
623,0.0026,
624,0.0043,
625,0.0039,
626,0.0016,
627,0.0029,
628,0.0035,
629,0.0018,
630,0.0012,
631,0.0032,
632,0.0019,
633,0.0016,
634,0.0022,
635,0.0029,
636,0.0046,
637,0.0014,
638,0.0013,
639,0.0015,
640,0.0032,
641,0.0033,
642,0.0021,
643,0.001,
644,0.0011,
645,0.0043,
646,0.0023,
647,0.0019,
648,0.0038,
649,0.0029,
650,0.0025,
651,0.0022,
652,0.0017,
653,0.0017,
654,0.0038,
655,0.0023,
656,0.0035,
657,0.0046,
658,0.0014,
659,0.0031,
660,0.0026,
661,0.0033,
662,0.0023,
663,0.003,
664,0.0016,
665,0.0013,
666,0.0057,
667,0.0032,
668,0.0045,
669,0.0058,
670,0.0076,
671,0.0034,
672,0.0039,
673,0.0023,
674,0.0046,
675,0.0063,
676,0.0037,
677,0.0055,
678,0.0078,
679,0.0018,
680,0.0036,
681,0.0023,
682,0.0054,
683,0.0071,
684,0.0063,
685,0.0022,
686,0.0008,
687,0.002,
688,0.0041,
689,0.0049,
690,0.0005,
691,0.0024,
692,0.003,
693,0.0023,
694,0.0038,
695,0.0062,
696,0.0009,
697,0.0059,
698,0.0012,
699,0.0031,
700,0.0036,
701,0.0026,
702,0.0029,
703,0.0028,
704,0.004,
705,0.0043,
706,0.0028,
707,0.0061,
708,0.0036,
709,0.0038,
710,0.0022,
711,0.0037,
712,0.0031,
713,0.0019,
714,0.0038,
715,0.0029,
716,0.0027,
717,0.0025,
718,0.002,
719,0.0053,
720,0.0024,
721,0.0021,
722,0.0032,
723,0.0021,
724,0.0023,
725,0.0011,
726,0.0037,
727,0.0009,
728,0.0036,
729,0.0035,
730,0.0018,
731,0.0024,
732,0.0049,
733,0.0049,
734,0.0023,
735,0.0019,
736,0.0027,
737,0.0023,
738,0.0035,
739,0.0047,
740,0.0011,
741,0.0017,
742,0.0024,
743,0.0029,
744,0.004,
745,0.0033,
746,0.0036,
747,0.0032,
748,0.0016,
749,0.0025,
750,0.0026,
751,0.0025,
752,0.004,
753,0.0037,
754,0.0014,
755,0.0009,
756,0.0029,
757,0.0037,
758,0.0016,
759,0.0049,
760,0.0043,
761,0.0053,
762,0.0054,
763,0.002,
764,0.0038,
