model,machine,context_length,horizon,with_covariates,device,n_samples,mae,rmse,inference_ms,coverage,crps,winkler,training_mode,ft_epochs,ft_time_s,ft_train_machines,experiment
moirai-1.1-ft-E1_univariate,homelab,512,60,False,cuda,25,0.00027770678202311197,0.0003654590563430739,31.05723296000633,0.9053333333333333,0.0005037310422261569,0.008501135063171418,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,512,60,True,cuda,25,0.00028171475728352866,0.00036899819698574916,29.75195627999483,0.8953333333333333,0.0004618118807474794,0.007424429766337131,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,512,120,False,cuda,25,0.0074317878087361644,0.011831337828915399,28.949064839994207,0.8596666666666666,0.008964290464401246,0.10251764904657999,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,512,120,True,cuda,25,0.007431858698527017,0.011830920304685346,28.912488600005872,0.858,0.009014120177268983,0.10320598293940231,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,512,300,False,cuda,25,0.018649323145548503,0.02599921049967191,36.84990740000558,0.8936,0.030113563179524752,0.40183116748809866,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,512,300,True,cuda,25,0.018441261927286783,0.025365638195619152,29.607241479998265,0.8946666666666667,0.0300288117802938,0.4000910779953008,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,1024,60,False,cuda,25,0.012116120020548501,0.015343141900388067,35.38180771999578,0.738,0.012107698535283404,0.1214704628626506,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,1024,60,True,cuda,25,0.012113829930623375,0.01534427148640443,30.429175120004857,0.7453333333333333,0.012086915873209642,0.12102823015848811,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,1024,120,False,cuda,25,0.020374337832132973,0.027354012520633932,29.31091540000125,0.6990000000000001,0.020367655736923226,0.20193024870554624,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,1024,120,True,cuda,25,0.020362611452738447,0.027310779835331277,28.96273432000953,0.705,0.02017637781810761,0.19750024808247896,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,1024,300,False,cuda,25,0.04017988599141439,0.051772201154703976,28.317284280003605,0.6294666666666667,0.038632419664382946,0.3392665899276735,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,homelab,1024,300,True,cuda,25,0.03999235801696777,0.05120772045097359,39.489221200005886,0.6322666666666668,0.038211374787394205,0.33079058700561537,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,512,60,False,cuda,25,0.011857020060221355,0.013057524023551054,40.94793400000526,0.8486666666666666,0.011235606689453094,0.10707047271728445,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,512,60,True,cuda,25,0.011862253824869788,0.013066963750916235,41.22461264001231,0.8580000000000001,0.011210541727701806,0.10675449218749965,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,512,120,False,cuda,25,0.01812920379638672,0.021169850964044,33.34220299999515,0.7776666666666668,0.0160577532857259,0.13996060155232715,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,512,120,True,cuda,25,0.01816932423909505,0.02113242480474333,28.967762560000665,0.7703333333333333,0.016047103279113774,0.14022114359537777,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,512,300,False,cuda,25,0.026968194580078125,0.03426306723855211,29.045780480005305,0.7046666666666666,0.022348693723551447,0.18172592997233106,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,512,300,True,cuda,25,0.026901112874348963,0.03411063389259067,30.056126800004677,0.7073333333333334,0.022335871178181983,0.18270879943847695,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,1024,60,False,cuda,25,0.0057751566569010405,0.007522593987988188,28.662576680001166,0.8673333333333335,0.005570047536214154,0.05390591379801333,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,1024,60,True,cuda,25,0.005775243123372397,0.007519274873631908,29.559678359996724,0.8686666666666666,0.005554846023559568,0.05364299672444656,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,1024,120,False,cuda,25,0.009360763549804689,0.012610939108159016,28.655639319993043,0.8936666666666667,0.008766775713602699,0.0830528198242187,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,1024,120,True,cuda,25,0.009344985961914062,0.012599336446281854,28.537649240004157,0.8923333333333332,0.008766253176371249,0.08309122619628888,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,1024,300,False,cuda,25,0.025164011637369796,0.029109003229918627,28.0555692799976,0.7288,0.021994856368001307,0.18621317555745454,ft_combined,0,0.0,combined,E1_univariate
moirai-1.1-ft-E1_univariate,chameleon,1024,300,True,cuda,25,0.02517811279296875,0.029093555048998177,28.139762479991077,0.7295999999999999,0.02198604693806967,0.18621419352213567,ft_combined,0,0.0,combined,E1_univariate
