epoch,train_loss,val_loss
254,0.0035,
255,0.0027,
256,0.004,
257,0.0018,
258,0.0027,
259,0.0011,
260,0.0046,
261,0.0064,
262,0.0023,
263,0.0058,
264,0.0035,
265,0.0037,
266,0.0008,
267,0.0026,
268,0.001,
269,0.0035,
270,0.0066,
271,0.0038,
272,0.0023,
273,0.0026,
274,0.0043,
275,0.0027,
276,0.0012,
277,0.0042,
278,0.002,
279,0.0019,
280,0.0063,
281,0.0053,
282,0.0046,
283,0.0052,
284,0.003,
285,0.0014,
286,0.0047,
287,0.0052,
288,0.0031,
289,0.0028,
290,0.0015,
291,0.0021,
292,0.0025,
293,0.0027,
294,0.003,
295,0.003,
296,0.0032,
297,0.0016,
298,0.0041,
299,0.0016,
300,0.002,
301,0.0027,
302,0.0057,
303,0.0035,
304,0.0029,
305,0.0024,
306,0.0021,
307,0.004,
308,0.0083,
309,0.0027,
310,0.0078,
311,0.0025,
312,0.0034,
313,0.0029,
314,0.0014,
315,0.005,
316,0.0014,
317,0.0015,
318,0.0042,
319,0.0051,
320,0.0049,
321,0.0022,
322,0.0044,
323,0.0029,
324,0.0015,
325,0.0016,
326,0.0024,
327,0.0017,
328,0.0025,
329,0.0044,
330,0.001,
331,0.0047,
332,0.0055,
333,0.0011,
334,0.0029,
335,0.0024,
336,0.0018,
337,0.0021,
338,0.0047,
339,0.0036,
340,0.0022,
341,0.0029,
342,0.0015,
343,0.0013,
344,0.0023,
345,0.0024,
346,0.0036,
347,0.0032,
348,0.002,
349,0.0039,
350,0.0022,
351,0.0046,
352,0.0029,
353,0.0013,
354,0.0022,
355,0.0005,
356,0.0018,
357,0.0017,
358,0.003,
359,0.0044,
360,0.0027,
361,0.004,
362,0.0042,
363,0.0013,
364,0.0047,
365,0.0028,
366,0.0039,
367,0.0034,
368,0.0039,
369,0.0041,
370,0.0018,
371,0.0036,
372,0.0025,
373,0.0028,
374,0.0039,
375,0.0039,
376,0.0054,
377,0.0039,
378,0.0046,
379,0.0023,
380,0.002,
381,0.0023,
382,0.0032,
383,0.0018,
384,0.0028,
385,0.005,
386,0.0019,
387,0.0038,
388,0.0027,
389,0.0044,
390,0.0038,
391,0.0038,
392,0.0018,
393,0.0025,
394,0.0024,
395,0.0034,
396,0.0011,
397,0.0064,
398,0.002,
399,0.001,
400,0.002,
401,0.0036,
402,0.0055,
403,0.0016,
404,0.0019,
405,0.0022,
406,0.0037,
407,0.0026,
408,0.0027,
409,0.0051,
410,0.001,
411,0.0049,
412,0.0018,
413,0.0027,
414,0.0037,
415,0.0016,
416,0.0057,
417,0.0024,
418,0.0033,
419,0.0039,
420,0.0024,
421,0.0037,
422,0.0013,
423,0.0025,
424,0.0017,
425,0.0026,
426,0.0024,
427,0.0025,
428,0.0021,
429,0.0004,
430,0.0036,
431,0.0042,
432,0.0008,
433,0.004,
434,0.0018,
435,0.0037,
436,0.0086,
437,0.0032,
438,0.003,
439,0.0043,
440,0.0012,
441,0.0045,
442,0.0042,
443,0.0046,
444,0.0036,
445,0.0022,
446,0.0043,
447,0.0014,
448,0.0028,
449,0.0032,
450,0.0025,
451,0.0023,
452,0.0011,
453,0.0022,
454,0.0037,
455,0.002,
456,0.0034,
457,0.0068,
458,0.0038,
459,0.0053,
460,0.0031,
461,0.0059,
462,0.0038,
463,0.0043,
464,0.0013,
465,0.0019,
466,0.0026,
467,0.0025,
468,0.0039,
469,0.001,
470,0.0047,
471,0.0037,
472,0.0033,
473,0.0032,
474,0.0027,
475,0.0063,
476,0.0023,
477,0.0015,
478,0.0019,
479,0.0063,
480,0.0015,
481,0.0027,
482,0.0036,
483,0.0037,
484,0.0021,
485,0.0028,
486,0.0028,
487,0.002,
488,0.0084,
489,0.0035,
490,0.0042,
491,0.0033,
492,0.0041,
493,0.0034,
494,0.0022,
495,0.0025,
496,0.0015,
497,0.0022,
498,0.0027,
499,0.0049,
500,0.0037,
501,0.0023,
502,0.0021,
503,0.0038,
504,0.002,
505,0.0038,
506,0.0071,
507,0.0062,
508,0.0066,
509,0.0028,
510,0.0046,
511,0.0042,
512,0.0035,
513,0.0018,
514,0.0015,
515,0.0024,
516,0.0043,
517,0.0033,
518,0.0018,
519,0.0037,
520,0.001,
521,0.0009,
522,0.002,
523,0.0026,
524,0.0022,
525,0.0034,
526,0.0038,
527,0.0017,
528,0.0042,
529,0.0041,
530,0.004,
531,0.0016,
532,0.0027,
533,0.0024,
534,0.0013,
535,0.0048,
536,0.0032,
537,0.0014,
538,0.0013,
539,0.0041,
540,0.004,
541,0.0054,
542,0.0016,
543,0.0013,
544,0.0006,
545,0.0032,
546,0.0014,
547,0.0028,
548,0.0028,
549,0.0032,
550,0.002,
551,0.0019,
552,0.0013,
553,0.0014,
554,0.0048,
555,0.0027,
556,0.0017,
557,0.0057,
558,0.0044,
559,0.0038,
560,0.0029,
561,0.0022,
562,0.0017,
563,0.0019,
564,0.0024,
565,0.0034,
566,0.0024,
567,0.0029,
568,0.0043,
569,0.0025,
570,0.0026,
571,0.0016,
572,0.0022,
573,0.001,
574,0.0019,
575,0.0018,
576,0.0027,
577,0.0034,
578,0.0016,
579,0.0046,
580,0.0079,
581,0.0023,
582,0.0023,
583,0.0017,
584,0.0031,
585,0.003,
586,0.004,
587,0.0023,
588,0.002,
589,0.0015,
590,0.0034,
591,0.0009,
592,0.0031,
593,0.0017,
594,0.0062,
595,0.0026,
596,0.0028,
597,0.001,
598,0.0022,
599,0.0027,
600,0.006,
601,0.002,
602,0.004,
603,0.0018,
604,0.0035,
605,0.0068,
606,0.001,
607,0.0033,
608,0.0025,
609,0.002,
610,0.0047,
611,0.0025,
612,0.0009,
613,0.0041,
614,0.003,
615,0.002,
616,0.0015,
617,0.0054,
618,0.0032,
619,0.0016,
620,0.0046,
621,0.0025,
622,0.0032,
623,0.0023,
624,0.0042,
625,0.0044,
626,0.0017,
627,0.0027,
628,0.0037,
629,0.0018,
630,0.0015,
631,0.0037,
632,0.0022,
633,0.0012,
634,0.0018,
635,0.0032,
636,0.0052,
637,0.0023,
638,0.0013,
639,0.0013,
640,0.0033,
641,0.0031,
642,0.0022,
643,0.0012,
644,0.0013,
645,0.0044,
646,0.0022,
647,0.0032,
648,0.0042,
649,0.003,
650,0.0029,
651,0.0026,
652,0.0018,
653,0.0022,
654,0.0049,
655,0.0025,
656,0.0039,
657,0.0045,
658,0.0023,
659,0.003,
660,0.0028,
661,0.003,
662,0.0021,
663,0.0033,
664,0.0017,
665,0.0016,
666,0.0057,
667,0.0034,
668,0.0037,
669,0.0057,
670,0.0059,
671,0.0013,
672,0.0019,
673,0.0012,
674,0.0026,
675,0.005,
676,0.0019,
677,0.0034,
678,0.0041,
679,0.001,
680,0.0029,
681,0.0016,
682,0.0025,
683,0.0047,
684,0.0041,
685,0.0019,
686,0.0009,
687,0.0017,
688,0.0036,
689,0.0045,
690,0.0005,
691,0.0017,
692,0.003,
693,0.002,
694,0.0033,
695,0.006,
696,0.0007,
697,0.0052,
698,0.0011,
699,0.0023,
700,0.0025,
701,0.0033,
702,0.0043,
703,0.0031,
704,0.0042,
705,0.0041,
706,0.0016,
707,0.004,
708,0.0033,
709,0.0034,
710,0.0012,
711,0.0034,
712,0.0032,
713,0.0013,
714,0.0038,
715,0.002,
716,0.0025,
717,0.0018,
718,0.0016,
719,0.0051,
720,0.002,
721,0.0019,
722,0.003,
723,0.0027,
724,0.0013,
725,0.0005,
726,0.0033,
727,0.0006,
728,0.0034,
729,0.0033,
730,0.0015,
731,0.0021,
732,0.0046,
733,0.0046,
734,0.0026,
735,0.0021,
736,0.003,
737,0.0023,
738,0.0032,
739,0.0047,
740,0.0014,
741,0.0017,
742,0.0025,
743,0.0035,
744,0.0045,
745,0.0028,
746,0.0035,
747,0.0039,
748,0.005,
749,0.0028,
750,0.0029,
751,0.0029,
752,0.0037,
753,0.0022,
754,0.0013,
755,0.0015,
756,0.0033,
757,0.0033,
758,0.0016,
759,0.0053,
760,0.0044,
761,0.005,
762,0.0056,
763,0.0018,
764,0.0039,
765,0.0016,
766,0.0033,
767,0.0042,
768,0.0019,
769,0.0021,
770,0.0031,
771,0.0027,
772,0.0043,
773,0.0026,
774,0.0027,
775,0.001,
776,0.0024,
777,0.004,
778,0.0018,
779,0.0012,
780,0.0033,
781,0.0039,
782,0.0023,
783,0.0011,
784,0.0015,
785,0.0054,
786,0.0064,
787,0.0052,
788,0.002,
789,0.0051,
790,0.0038,
791,0.002,
792,0.0017,
793,0.0013,
794,0.0019,
795,0.0011,
796,0.0014,
797,0.0025,
798,0.0052,
799,0.0026,
800,0.0048,
801,0.0029,
802,0.0014,
803,0.0039,
804,0.0032,
805,0.0028,
806,0.0024,
807,0.0036,
808,0.0037,
809,0.0021,
810,0.0016,
811,0.0059,
812,0.0013,
813,0.0025,
814,0.0007,
815,0.0017,
816,0.0018,
817,0.0037,
818,0.0031,
819,0.0011,
820,0.0012,
821,0.0033,
822,0.0058,
823,0.0018,
824,0.004,
825,0.0063,
826,0.0019,
827,0.0016,
828,0.0043,
829,0.0018,
830,0.0035,
831,0.0032,
832,0.0048,
833,0.0029,
834,0.002,
835,0.0014,
836,0.0012,
837,0.003,
838,0.0027,
839,0.0016,
840,0.0019,
841,0.0033,
842,0.0047,
843,0.0037,
844,0.0038,
845,0.0031,
846,0.0034,
847,0.0026,
848,0.0026,
849,0.0013,
850,0.0026,
851,0.006,
852,0.003,
853,0.0011,
854,0.0038,
855,0.0022,
856,0.0031,
857,0.0017,
858,0.0035,
859,0.001,
860,0.0032,
861,0.0025,
862,0.0016,
863,0.0016,
864,0.0019,
865,0.0062,
866,0.0034,
867,0.0041,
868,0.002,
869,0.0035,
870,0.0018,
871,0.0053,
872,0.0032,
873,0.0019,
874,0.003,
875,0.0012,
876,0.0011,
877,0.0049,
878,0.0033,
879,0.0018,
880,0.0048,
881,0.0008,
882,0.0012,
883,0.0052,
884,0.0038,
885,0.0032,
886,0.0033,
887,0.004,
888,0.0034,
889,0.0036,
890,0.0021,
891,0.0047,
892,0.0056,
893,0.0028,
894,0.004,
895,0.0034,
896,0.0008,
897,0.0012,
898,0.0037,
899,0.0007,
900,0.0008,
901,0.0029,
902,0.0058,
903,0.0011,
904,0.0025,
905,0.0041,
906,0.003,
907,0.0022,
908,0.0029,
909,0.0056,
910,0.0018,
911,0.0037,
912,0.0017,
913,0.002,
914,0.006,
915,0.0018,
916,0.0012,
917,0.0021,
918,0.0023,
919,0.0041,
920,0.0026,
921,0.005,
922,0.0017,
923,0.003,
924,0.0022,
925,0.0042,
926,0.0019,
927,0.0017,
928,0.0018,
929,0.0039,
930,0.0026,
931,0.0032,
932,0.0047,
933,0.0021,
934,0.0023,
935,0.0042,
936,0.0018,
937,0.0018,
938,0.0026,
939,0.0037,
940,0.0046,
941,0.0008,
942,0.0046,
943,0.0013,
944,0.0007,
945,0.0028,
946,0.0012,
947,0.0048,
948,0.0036,
949,0.0023,
950,0.0019,
951,0.0025,
952,0.0039,
953,0.0007,
954,0.0011,
955,0.004,
956,0.0037,
957,0.0022,
958,0.0013,
959,0.0017,
960,0.0009,
961,0.0028,
962,0.0057,
963,0.0037,
964,0.0013,
965,0.0025,
966,0.0023,
967,0.0027,
968,0.0024,
969,0.0047,
970,0.0038,
971,0.0009,
972,0.0027,
973,0.0022,
974,0.0041,
975,0.0037,
976,0.003,
977,0.0017,
978,0.0026,
979,0.0041,
980,0.0023,
981,0.0035,
982,0.0027,
983,0.0019,
984,0.0057,
985,0.003,
986,0.0066,
987,0.002,
988,0.0035,
989,0.0023,
990,0.0005,
991,0.0049,
992,0.0052,
993,0.0032,
994,0.0013,
995,0.0031,
996,0.0029,
997,0.0008,
998,0.0009,
999,0.0028,
1000,0.002,
1001,0.0009,
1002,0.0016,
1003,0.0024,
1004,0.0007,
1005,0.0023,
1006,0.0037,
1007,0.0029,
1008,0.001,
1009,0.0039,
1010,0.0048,
1011,0.0015,
1012,0.0019,
1013,0.0028,
1014,0.0031,
1015,0.0038,
1016,0.0049,
1017,0.0026,
1018,0.0047,
1019,0.0028,
1020,0.0037,
1021,0.0015,
1022,0.0006,
1023,0.0013,
1024,0.0009,
1025,0.0031,
1026,0.0006,
1027,0.0026,
1028,0.0041,
1029,0.0036,
1030,0.0048,
1031,0.0024,
1032,0.0027,
1033,0.0019,
1034,0.0062,
1035,0.002,
1036,0.0017,
1037,0.0021,
1038,0.0041,
1039,0.0035,
1040,0.0025,
1041,0.0014,
1042,0.0034,
1043,0.0016,
1044,0.0031,
1045,0.0031,
1046,0.0025,
1047,0.0025,
1048,0.0026,
1049,0.0031,
1050,0.0018,
1051,0.0015,
1052,0.0023,
1053,0.0017,
1054,0.0026,
1055,0.0038,
1056,0.0018,
1057,0.0013,
1058,0.0022,
1059,0.0017,
1060,0.0064,
1061,0.0044,
1062,0.0023,
1063,0.0016,
1064,0.001,
1065,0.0022,
1066,0.0027,
1067,0.0012,
1068,0.0025,
1069,0.0008,
1070,0.0011,
1071,0.0055,
1072,0.0028,
1073,0.0024,
1074,0.0027,
1075,0.0017,
1076,0.0012,
1077,0.0009,
1078,0.0027,
1079,0.0047,
1080,0.0029,
1081,0.0007,
1082,0.0033,
1083,0.0026,
1084,0.0013,
1085,0.0039,
1086,0.0023,
1087,0.0013,
1088,0.0022,
1089,0.0009,
1090,0.0018,
1091,0.0035,
1092,0.0024,
1093,0.0014,
1094,0.0029,
1095,0.0037,
1096,0.0024,
1097,0.0011,
1098,0.0016,
1099,0.0032,
1100,0.0029,
1101,0.0043,
1102,0.0021,
1103,0.0045,
1104,0.0095,
1105,0.0035,
1106,0.0021,
1107,0.0008,
1108,0.0039,
1109,0.0056,
1110,0.0022,
1111,0.0014,
1112,0.0071,
1113,0.0015,
1114,0.0015,
1115,0.0023,
1116,0.0025,
1117,0.0035,
1118,0.0006,
1119,0.0023,
1120,0.0018,
1121,0.0017,
1122,0.0019,
1123,0.0035,
1124,0.0049,
1125,0.0032,
1126,0.0019,
1127,0.0044,
1128,0.0048,
1129,0.0024,
1130,0.0005,
1131,0.0045,
1132,0.0022,
1133,0.0034,
1134,0.0012,
1135,0.0013,
1136,0.0004,
1137,0.0033,
1138,0.0013,
1139,0.0051,
1140,0.0047,
1141,0.0056,
1142,0.0022,
1143,0.0028,
1144,0.0066,
1145,0.0046,
1146,0.0022,
1147,0.0011,
1148,0.0037,
1149,0.0011,
1150,0.0013,
1151,0.0007,
1152,0.0011,
1153,0.0019,
1154,0.0016,
1155,0.0023,
1156,0.0031,
1157,0.0029,
1158,0.0009,
1159,0.0023,
1160,0.0039,
1161,0.0043,
1162,0.0041,
1163,0.0012,
1164,0.0022,
1165,0.0029,
1166,0.0044,
1167,0.0042,
1168,0.0037,
1169,0.0037,
1170,0.0022,
1171,0.0014,
1172,0.0011,
1173,0.0051,
1174,0.0027,
1175,0.0011,
1176,0.0021,
1177,0.0039,
1178,0.0011,
1179,0.0023,
1180,0.0015,
1181,0.0013,
1182,0.0022,
1183,0.0032,
1184,0.002,
1185,0.0029,
1186,0.002,
1187,0.004,
1188,0.0035,
1189,0.0011,
1190,0.0015,
1191,0.002,
1192,0.0006,
1193,0.0034,
1194,0.0043,
1195,0.0037,
1196,0.0013,
1197,0.0012,
1198,0.0044,
1199,0.0011,
1200,0.0019,
1201,0.002,
1202,0.0034,
1203,0.0004,
1204,0.0014,
1205,0.0031,
1206,0.0031,
1207,0.0037,
1208,0.0017,
1209,0.0014,
1210,0.0013,
1211,0.0015,
1212,0.0016,
1213,0.0029,
1214,0.0017,
1215,0.0037,
1216,0.0012,
1217,0.0042,
1218,0.0084,
1219,0.0021,
1220,0.0038,
1221,0.0011,
1222,0.0033,
1223,0.0026,
1224,0.0023,
1225,0.0019,
1226,0.003,
1227,0.004,
1228,0.0043,
1229,0.0012,
1230,0.0035,
1231,0.0026,
1232,0.0041,
1233,0.0013,
1234,0.0005,
1235,0.0015,
1236,0.0034,
1237,0.0027,
1238,0.0034,
1239,0.0058,
1240,0.0019,
1241,0.0022,
1242,0.0028,
1243,0.0011,
1244,0.0026,
1245,0.0009,
1246,0.0012,
1247,0.0006,
1248,0.0028,
1249,0.0054,
1250,0.0059,
1251,0.006,
1252,0.0053,
1253,0.0014,
1254,0.0028,
1255,0.0017,
1256,0.0019,
1257,0.0036,
1258,0.0016,
1259,0.0017,
1260,0.0024,
1261,0.0045,
1262,0.0043,
1263,0.0003,
1264,0.0004,
1265,0.004,
1266,0.0013,
1267,0.0025,
1268,0.0027,
1269,0.0027,
1270,0.0033,
1271,0.0043,
1272,0.0051,
1273,0.0024,
1274,0.0026,
1275,0.0012,
1276,0.0029,
1277,0.0025,
1278,0.0035,
1279,0.0023,
1280,0.0008,
1281,0.0025,
1282,0.0047,
1283,0.0037,
1284,0.003,
1285,0.0012,
1286,0.0024,
1287,0.0024,
1288,0.0021,
1289,0.0041,
1290,0.0018,
1291,0.0031,
1292,0.0005,
1293,0.0041,
1294,0.0058,
1295,0.0017,
1296,0.0028,
1297,0.0006,
1298,0.0025,
1299,0.001,
1300,0.002,
1301,0.0007,
1302,0.0011,
1303,0.0047,
1304,0.0039,
1305,0.0044,
1306,0.0012,
1307,0.0022,
1308,0.0027,
1309,0.0041,
1310,0.0043,
1311,0.0028,
1312,0.0019,
1313,0.001,
1314,0.0015,
1315,0.0034,
1316,0.0024,
1317,0.0044,
1318,0.0008,
1319,0.0038,
1320,0.0024,
1321,0.0023,
1322,0.0016,
1323,0.0018,
1324,0.0016,
1325,0.001,
1326,0.003,
1327,0.0029,
1328,0.0024,
1329,0.0033,
1330,0.0023,
1331,0.0061,
1332,0.0013,
1333,0.0024,
1334,0.0012,
1335,0.0025,
1336,0.0045,
1337,0.0013,
1338,0.0038,
1339,0.0039,
1340,0.0023,
1341,0.0013,
1342,0.0024,
1343,0.0026,
1344,0.0035,
1345,0.003,
1346,0.0011,
1347,0.0002,
1348,0.0028,
1349,0.0046,
1350,0.0031,
1351,0.0017,
1352,0.0027,
1353,0.0015,
1354,0.0016,
1355,0.0014,
1356,0.0056,
1357,0.0037,
1358,0.0021,
1359,0.0012,
1360,0.001,
1361,0.0028,
1362,0.0028,
1363,0.0034,
1364,0.0031,
1365,0.0017,
1366,0.0054,
1367,0.0008,
1368,0.0056,
1369,0.0014,
1370,0.001,
1371,0.0025,
1372,0.0012,
1373,0.0017,
1374,0.0015,
1375,0.0026,
1376,0.001,
1377,0.0029,
1378,0.0034,
1379,0.0012,
1380,0.0022,
1381,0.0056,
1382,0.0012,
1383,0.0047,
1384,0.0017,
1385,0.0039,
1386,0.0021,
1387,0.004,
1388,0.0032,
1389,0.0031,
1390,0.0019,
1391,0.0038,
1392,0.0015,
1393,0.0024,
1394,0.0014,
1395,0.0015,
1396,0.0026,
1397,0.0043,
1398,0.0062,
1399,0.003,
1400,0.0022,
1401,0.0016,
1402,0.0013,
1403,0.003,
1404,0.0011,
1405,0.0014,
1406,0.0021,
1407,0.0038,
1408,0.0018,
1409,0.0011,
1410,0.0042,
1411,0.0021,
1412,0.0015,
1413,0.0033,
1414,0.0049,
1415,0.0047,
1416,0.0024,
1417,0.0046,
1418,0.0021,
1419,0.0026,
1420,0.0017,
1421,0.0033,
1422,0.0007,
1423,0.001,
1424,0.0034,
1425,0.0032,
1426,0.0011,
1427,0.0019,
1428,0.0019,
1429,0.0019,
1430,0.002,
1431,0.0017,
1432,0.0021,
1433,0.0037,
1434,0.0045,
1435,0.0016,
1436,0.0042,
1437,0.001,
1438,0.0035,
1439,0.0008,
1440,0.0013,
1441,0.001,
1442,0.0035,
1443,0.0032,
1444,0.0032,
1445,0.0006,
1446,0.0067,
1447,0.0016,
1448,0.0028,
1449,0.0038,
1450,0.0035,
1451,0.0027,
1452,0.0005,
1453,0.0014,
1454,0.0008,
1455,0.0027,
1456,0.0012,
1457,0.005,
1458,0.0019,
1459,0.007,
1460,0.0015,
1461,0.0023,
1462,0.001,
1463,0.0017,
1464,0.0055,
1465,0.002,
1466,0.0021,
1467,0.0027,
1468,0.0035,
1469,0.0024,
1470,0.0022,
1471,0.0048,
1472,0.0013,
1473,0.0013,
1474,0.0031,
1475,0.0025,
1476,0.0052,
1477,0.0013,
1478,0.0033,
1479,0.0012,
1480,0.0011,
1481,0.001,
1482,0.0027,
1483,0.002,
1484,0.0034,
1485,0.0011,
1486,0.0005,
1487,0.0018,
1488,0.005,
1489,0.0034,
1490,0.0007,
1491,0.0032,
1492,0.0015,
1493,0.0021,
1494,0.002,
1495,0.0015,
1496,0.0042,
1497,0.0015,
1498,0.0003,
1499,0.0036,
1500,0.0021,
1501,0.0039,
1502,0.0023,
1503,0.0031,
1504,0.0006,
1505,0.0034,
1506,0.0013,
1507,0.0035,
1508,0.0017,
1509,0.0018,
1510,0.0043,
1511,0.0039,
1512,0.0022,
1513,0.0033,
1514,0.0011,
1515,0.0032,
1516,0.0024,
1517,0.0053,
1518,0.0015,
1519,0.0013,
1520,0.0051,
1521,0.0036,
1522,0.0014,
1523,0.0046,
1524,0.0011,
1525,0.0024,
1526,0.0039,
1527,0.0029,
1528,0.002,
1529,0.0028,
1530,0.0026,
1531,0.0042,
1532,0.0018,
1533,0.0043,
1534,0.0021,
1535,0.0034,
1536,0.0028,
1537,0.0028,
1538,0.0009,
1539,0.004,
1540,0.0026,
1541,0.004,
1542,0.0008,
1543,0.0013,
1544,0.0005,
1545,0.0045,
1546,0.0028,
1547,0.0042,
1548,0.0032,
1549,0.0033,
1550,0.0053,
1551,0.0054,
1552,0.002,
1553,0.0024,
1554,0.0018,
1555,0.0017,
1556,0.0019,
1557,0.0046,
1558,0.0011,
1559,0.0022,
1560,0.0012,
1561,0.0014,
1562,0.0021,
1563,0.0018,
1564,0.0025,
1565,0.0019,
1566,0.0027,
1567,0.0021,
1568,0.0009,
1569,0.0011,
1570,0.0016,
1571,0.0033,
1572,0.0008,
1573,0.0029,
1574,0.0058,
1575,0.0023,
1576,0.0029,
1577,0.0048,
1578,0.0047,
1579,0.003,
1580,0.0007,
1581,0.0027,
1582,0.001,
1583,0.001,
1584,0.0008,
1585,0.0035,
1586,0.0024,
1587,0.0015,
1588,0.0007,
1589,0.0032,
1590,0.0015,
1591,0.0007,
1592,0.0036,
1593,0.0022,
1594,0.0004,
1595,0.0044,
1596,0.0024,
1597,0.0047,
1598,0.0017,
1599,0.002,
1600,0.0018,
1601,0.0036,
1602,0.003,
1603,0.0016,
1604,0.0011,
1605,0.0024,
1606,0.0059,
1607,0.0022,
1608,0.002,
1609,0.0019,
1610,0.0027,
1611,0.0056,
1612,0.005,
1613,0.0041,
1614,0.0029,
1615,0.0028,
1616,0.0045,
1617,0.0028,
1618,0.0007,
1619,0.0053,
1620,0.0017,
1621,0.0009,
1622,0.0032,
1623,0.0021,
1624,0.0026,
1625,0.0023,
1626,0.0011,
1627,0.0047,
1628,0.0026,
1629,0.0047,
1630,0.0019,
1631,0.0011,
1632,0.0042,
1633,0.002,
1634,0.0004,
1635,0.0013,
1636,0.005,
